singer,num_song,meanthumb,meansenti
马旭东,1,3100.57142857,0.128857452072
金志文,6,3593.31578947,-0.0374102552795
Mich,3,4739.17647059,-0.0194528910793
Ofenbach,1,6700.14285714,0.112492770387
Days,1,4100.0,0.314102564102
まめこ,1,2358.5,0.1625
Lars Eriksson,1,2599.5,-0.109090909091
Marc Terenzi,1,2912.75,0.1375
Basshunter,2,2452.16666667,0.0696836654283
小提琴,1,2734.5,-0.0357142857143
春奈るな,1,2759.33333333,0.0482905982907
Mamamoo,8,2467.15384615,0.00293300497646
Evalia,1,4063.0,0.192592592593
红花会,2,2008.66666667,-0.0875
小松未歩,1,2191.0,-0.0277777777778
办桌二人组,1,1610.0,0.0769230769231
Josh Vietti,6,9824.42857143,0.0477031205862
Daya,3,2610.33333333,0.025925925926
黑钻石华子,1,2385.0,0.0
肖央,1,2677.5,0.208333333333
小义,2,2341.0,0.0144927536232
王诗安,1,4646.42857143,0.162008058355
音乐治疗,2,1996.25,-0.138095238095
月之门,1,1606.0,-0.0263157894737
David Deen0,1,2884.0,0.0
蔡琴,6,4013.74193548,0.0923972549612
Dia Frampton,1,13316.5555556,-0.0638990638991
永安二胡,2,2005.25,0.0641025641025
Minnutes,2,3972.14285714,0.008348794063
安全着陆,1,1631.0,0.166666666667
Colbie Caillat,3,13984.7727273,0.153125478987
琪叔,1,1582.0,0.1
麦わらの一味,1,3011.2,0.0260504201681
I Am No Hero,1,1553.0,-0.176470588235
Echos,1,2016.0,0.0
Akia,1,1693.0,0.166666666667
海鸣威,3,8580.95238095,0.0372726868525
Verano,1,1523.0,-0.0454545454545
Daz Sampson,1,5058.66666667,-0.00820433436529
IOSYS,2,2693.5,-0.0491071428571
动力火车,2,5002.55555556,0.086926036926
吴越,1,3066.0,0.0769230769231
Aaron Tveit,1,2181.0,0.166666666667
Sioen,2,7098.11111111,0.095622741456
狗蛋蛋,1,2083.0,-0.142857142857
Dallas Cotton,2,3475.5,-0.0384353741496
崔跃文,2,2758.16666667,0.112820512821
REOL,3,3096.14285714,0.0626566416041
Armik,2,2177.2,0.0451724137931
梁心颐,1,5565.25,0.0991874781119
Revo & 梶浦由記,1,1986.0,0.1
西村由紀江,2,2382.5,0.0109649122808
Melnitsa,2,2336.33333333,0.224747474747
7JZ,4,2577.41666667,0.000330687830775
Jack Ü,1,3240.33333333,-0.148917748918
陈一发儿,2,43566.3529412,0.102890898478
DMX,1,3574.16666667,0.124007936508
后海大鲨鱼,2,3514.0,-0.012743557511
Boy'z,2,2651.5,0.0555555555555
Before You Exit,3,4145.33333333,0.0718952886325
"Sing, R. Sing!",1,4191.71428571,-0.0209837781267
蔡秋凤,1,2757.0,0.25
Talos,1,6042.4,0.141111111111
The Cascades,1,3350.66666667,0.095238095238
陈倩倩,1,2734.16666667,0.0684848484848
Teddy Thompson,1,6245.78571429,0.054446211683
Baha Men,1,17396.6666667,-0.0681526806527
Maison & Dragen,1,1697.0,0.0416666666667
宁夏,1,2030.0,0.0
さユり,2,4747.72727273,0.0486808671878
Michl,2,2541.5,0.133333333333
Bill Douglas,1,2535.66666667,0.125
Master Blaster,1,3380.5,-0.175
B Δ R N Δ C Ł E B Ø Ï ☔,1,1880.0,0.166666666667
Zion.T,4,2559.0,-0.00529970760233
Ramila,1,2274.0,0.25
Sixteen Cities,1,1517.0,0.153846153846
刘小慧,1,3256.0,0.0727969348658
三无MarBlue,8,5214.4375,0.0338562334656
艺涛,2,3408.0,0.047619047619
西瓜JUN,13,4800.13953488,0.0518071983723
12 fan club,1,1855.0,0.0
Charlie Landsborough,1,3384.0,0.0
Teen Top,1,1725.0,0.0
SizzleBird,1,1551.0,0.0
海先生,1,1985.0,0.2
Angie Miller,1,12176.6666667,0.0254329004329
柳妍熙,1,4041.0,-0.140543364681
任昌丁,1,1528.0,0.0
BROADHURST,1,1962.0,0.0
Faber Drive,1,1950.0,0.0
张韶涵,11,4890.48214286,0.0283081114796
Icona Pop,1,3920.66666667,0.0555555555557
David Arnold,4,4553.75,0.0365159171777
金馆长,1,1658.0,-0.25
ETC! ETC! & Brillz,1,3518.5,0.1125
Nylon,1,1908.0,0.0
孙悦,1,2398.0,0.25
Dirk Reichardt,2,9893.73684211,0.0981706717775
CRITTY,7,4790.18181818,0.0117215679535
アンジェラ・アキ,1,3454.75,0.0263392857143
庾澄庆,4,5673.15789474,0.0270766784635
encounter+,1,5858.4,0.0510314746859
岛屿心情,1,2066.0,-0.16369047619
4 Non Blondes,1,5980.0,0.0322448979592
Jerry Folk,1,1990.5,0.0
吴启华,1,2850.5,0.014880952381
New Kids on the Block,1,2249.0,0.0
1200 Micrograms,1,2491.4,0.0222222222222
melody.,1,1912.0,0.0
HITA,11,5451.48888889,0.0167293636719
無力P,1,2844.75,0.0535714285715
PSY,5,5810.28571429,0.0120812719027
Sappheiros,1,6009.14285714,-0.0258574758574
The O'Neill Brothers,1,2990.75,0.108928571429
Joohyun Gil,1,3264.0,0.291666666666
Doja Cat,1,5129.0,0.0666666666667
elephant DEE,1,2301.0,0.25
TheFatRat,12,15169.8961039,0.0359974470666
Dave Thomas Junior,1,1788.0,0.0
鱼果,1,1681.0,0.0952380952381
川田まみ,2,2198.4,0.0
Olly Murs,1,1764.0,0.153846153846
杨千嬅,20,6117.8875,0.0282216212647
齐豫,1,2230.33333333,-0.113636363636
喜多修平,1,2948.66666667,0.0888888888888
かぴ,1,5425.4,0.123656898657
Michael Henry,1,8927.44444444,0.168566618567
刘欢,10,5327.10526316,0.0533639530969
白光,1,7400.0,0.333333333333
Evan Berg,1,2563.25,0.0227272727273
Bahamas,1,1564.0,0.0
2NE1,10,3379.33333333,0.0361770646588
Russ,1,2333.0,-0.125
Jeff Williams,1,2720.66666667,0.0636363636364
许秋怡,1,3843.0,0.0
いろのみ,1,1789.5,0.1
龚子婕JessieG,2,5782.5,0.0386331985986
梁汉文,1,11972.0555556,0.011451874197
早見沙織,3,3311.0,0.0904104631926
My-Q,1,1935.0,0.0
Paralyzed Veterans of America,2,4771.33333333,-0.0649355729447
R3hab,8,4432.95652174,0.0356884057971
黄光熙,2,3437.71428571,0.0479769456251
Anders Fernette,1,4260.2,-0.0666666666666
五色石南叶,6,3341.44444444,0.0746396426135
山野さと子,1,4551.0,0.0
吴佳明,1,3150.0,0.0916666666667
Gérard Darmon,2,5366.08333333,0.02427974057
蓝雨,1,3389.25,-0.05
黄晓明,1,4168.33333333,-0.0224874265103
Allie X,1,7163.0,0.0810810810811
Never Shout Never,1,2260.0,0.1
Skrillex,9,4124.3030303,0.0303757320434
GARNiDELiA,4,19185.6666667,-0.00760782427443
Rahat Fateh Ali Khan,1,2008.0,0.2
flumpool,1,1992.0,0.0666666666667
葛林,1,11371.6363636,-0.0142877284006
Joyce Jonathan,2,3098.83333333,0.134879298942
Worakls,1,1663.0,-0.5
Babyface,2,2014.25,-0.0666666666668
多田葵,2,2458.0,0.0427897859715
真山りか,1,2169.0,-0.037037037037
Crest,1,1496.0,0.0
CrossGear,1,4225.8,0.03125
方糖泡泡,2,3660.5,0.1
Brooke Candy,1,1805.0,0.0769230769231
Niha,1,1608.0,-0.5
原田ひとみ,2,5678.25,0.09375
Gianni Kosta,1,3379.0,0.0208333333333
SAINT PEPSI,1,2117.0,-0.166666666667
梁青,1,3097.57142857,0.012987012987
Stalking Gia,1,2689.33333333,0.0833333333333
Megaherz,1,2793.0,0.0
曹寅,2,2450.83333333,0.0735930735932
KSHMR,6,2617.27272727,-0.00703463203466
Smith & Thell,1,1913.0,0.0396825396825
GALA,5,18083.1627907,0.0471864295853
pazi,1,5187.0,0.125
东篱,14,3083.22,0.0268181699762
Black Sabbath,1,1798.0,-0.171428571429
Chace,2,2632.6,0.116666666667
Michael Learns To Rock,6,6573.03846154,-0.00491749707963
AC/DC,3,2176.77777778,-0.109004325181
何大河,3,2543.3,0.0163888888889
甫平,1,3189.0,0.272727272727
谢天笑,5,2975.53846154,-0.00429278324015
Kim Taylor,1,26549.9333333,0.0925456462902
谭晶,5,2792.44,0.0905809463776
欧翠峰,1,3140.16666667,-0.0107142857143
亜咲花,1,3046.0,0.0281385281385
声音碎片乐队,1,1682.0,-0.125
Andrew 崔,1,1670.0,0.130434782609
Call Me Karizma,1,4102.5,0.1
从你的全世界路过,1,2516.55555556,0.0353762492652
B.I,1,2299.0,0.105263157894
罗百吉,2,3931.54545455,0.00861929398526
Harrison,1,2290.0,-0.166666666667
秦基博,1,5555.85714286,0.0158065149137
变奏的梦想,2,6095.85714286,0.0563102520323
Royal Tailor,1,5843.0,-0.19696969697
Thomas Gold,1,1924.0,0.25
许亚童,1,3286.66666667,0.0432539682538
AZIATIX,1,3930.0,0.0
3nd,1,2680.0,-0.0480030721966
Airia,1,2841.33333333,0.133333333333
Ron Pope,1,4214.28571429,0.0780554326993
Joy Gruttmann,4,21718.5882353,-0.0856506238859
Maître Gims,1,1574.0,0.166666666667
Mc画师,1,1901.5,-0.166666666666
Sync Pad,1,2414.0,-0.0666666666667
太田美知彦,1,8760.09090909,0.015873015873
Ace Hood,2,3374.16666667,0.0265151515152
林忆莲,8,6187.28813559,0.0773604972502
黄勇,1,2346.0,-0.277777777778
Lube,4,2619.16666667,0.0208940393735
Simon Curtis,1,3756.66666667,-0.113247863248
Carpenters,5,7801.23076923,0.0072849878779
廖堃,1,3563.0,0.025641025641
姜创,1,2592.0,0.3
凑诗,3,2696.0,0.00714285714283
ヘクとパスカル,4,6748.90909091,0.0488176485196
Laurent Korcia,1,2882.33333333,0.112519201229
A*Teens,1,2622.66666667,0.0222222222222
LOVE PSYCHEDELICO,1,1881.0,0.0
MANISH,1,2162.0,0.142857142857
Thomas Rhett,1,2854.0,-0.333333333333
Broiler,1,5241.75,-0.01875
林心如,2,7585.92307692,0.0224664224665
Jedward,1,3268.0,-0.142857142857
เђคtє๓yรєlŦ,1,2438.25,0.0749999999999
Nino Rota,1,3376.0,0.0322580645161
小熊饼干,1,2124.66666667,0.0555555555557
Ahrix,4,5239.53846154,0.0362805871855
Aash Mehta,1,7048.90909091,0.171428571429
Keyshia Cole,1,2288.5,-0.0357142857143
Girl's Day,5,2401.1875,0.107805735931
Jon McLaughlin,1,2182.0,0.128968253968
Kwoon,1,1598.0,-0.0606060606061
MC Hotdog,3,3348.08333333,-0.0132392217919
太阳,4,4597.52173913,0.0782336448711
张若昀,2,2890.44444444,0.0839800117577
叶丽仪,1,4877.75,0.0754571928967
张雨生,2,2888.33333333,0.201690821256
EpicMusicVn,2,3313.0,0.0232315929684
Erik Grönwall,1,3176.75,-0.046875
Surfer Blood,1,1528.0,-0.2
Sky Sailing,3,3564.75,-0.0340909090909
Roshelle,1,2493.33333333,0.208333333333
Wisp X,12,4282.88571429,0.0184693877551
Pompeya,1,1879.5,0.225
PRODUCE 101,2,2877.33333333,-0.0643274853802
胡彦斌,12,6293.21666667,0.0254587807964
封茗囧菌,1,6681.375,-0.022193024367
曲锦楠,1,9207.0,0.0460686681739
中央芭蕾舞团管弦乐队,1,3772.375,-0.0203922672672
廖语晴,1,2610.5,-0.0955882352941
戸松遥,2,1749.0,-0.0333333333333
SCANDAL,1,1499.0,-0.047619047619
Sandra Lyng Haugen,1,1837.5,0.162337662338
姜贰拾,1,3688.0,0.0166666666666
圈9,2,3370.75,-0.0207054731456
Chieko Kinbara,1,2547.0,-0.0555555555556
尹吾,1,3462.0,0.119743803954
Vancouver Sleep Clinic,1,1710.0,0.0
Martin Garrix,15,3851.06122449,0.0228120428416
Three Lights Down Kings,1,2235.0,-0.0454545454546
Kaleidoscope,1,1548.0,0.0
Grand Thaw,1,3252.0,0.0
罗文,5,5957.69565217,0.0412864002177
Raheem D,1,2959.33333333,-0.0179541446208
贰佰,6,6428.08,0.045754076205
鈴木このみ,3,4909.38888889,0.0346794273265
Animenz,1,1994.33333333,-0.0666666666667
张振宇,1,2539.5,0.0
ナノウ,2,3587.42857143,0.0988095238096
谢安琪,8,10863.6,0.0613884463154
Tablo,2,3515.84615385,0.135943223443
GIN,2,2175.33333333,-0.0047619047619
The Minions,2,5243.92857143,-0.0418058132344
タイナカサチ,1,3154.33333333,0.0196078431373
王铮亮,1,3382.0,0.0116266835017
UNNIE'S,1,2456.0,0.0013888888889
Kiso,2,5188.83333333,0.0315656565657
DJ Hyo,1,1685.0,0.0
满汉全席,5,10115.3214286,0.0847216209716
大橋卓弥,1,10289.3636364,-0.0173251748252
Río Roma,1,2017.0,0.535714285714
Jennifer Thomas,1,2874.66666667,-0.063492063492
まきちゃんぐ,1,3465.5,-0.0321428571428
Pchy,2,1674.0,0.0714285714285
Haddaway,1,2045.5,0.0
Chasjam,1,3905.5,0.049765037594
ペットな彼女たち,1,2640.0,0.222222222222
Hank Levy,1,3083.5,-0.151282051282
王绎龙,3,6353.56521739,0.00794954872363
理查德.克莱德曼,8,6141.75,0.0311732554417
大亀あすか,1,3159.2,0.0771794871795
Tiara,1,1716.0,0.0
黄莺莺,1,1751.0,-0.05
Raven,1,2069.66666667,0.205555555556
韦启良,1,2273.0,-0.341666666667
Atchorite,1,3629.5,0.118390804597
刘辰希,1,3237.25,0.140930661668
李宝蓝,1,3401.33333333,0.0630952380952
布姆人,1,5587.63636364,-0.025974025974
Evil Needle,1,2035.0,-0.166666666666
信乐团,6,3942.375,-0.0407003052837
鹿晗,8,5136.61842105,0.0981907931288
林晓培,1,2605.0,-0.166666666667
莫倪moni,1,2955.5,-0.238095238095
mAjorHon,1,3081.4,0.043956043956
胡碧乔,2,3910.14285714,0.0329192546584
姜必群,1,4467.75,0.0377785204991
杨紫,1,2645.0,0.0
Jennifer Lynn,1,4920.0,-0.0447222222222
张赫,1,3468.88888889,0.19844814469
Lady Antebellum,2,10397.7,0.0194970357149
戚薇,2,2107.0,0.111111111111
Ronan Keating,1,1599.0,-0.0769230769231
Dripice,1,10946.125,-0.0168154761905
Zagor,1,3267.16666667,0.00436507936505
Fort Minor,5,6636.52380952,0.0406860062032
Aimee Blackschleger,1,3018.28571429,0.0207908921144
Kiiara,3,2935.33333333,-0.2
张继科,1,4874.0,0.00964595907915
VADA,1,1820.0,0.0
David Garrett,9,5337.57142857,-0.00104920414921
All Shall Be Well,1,1898.5,0.0
周杰伦,137,8219.1066879,0.0411662559956
supercell,4,4915.3,0.073325384818
Isaac Shepard,2,2757.5,0.0264738362262
Lyla Foy,1,1618.0,0.0
Emilia,1,6774.25,0.0443332673238
やなぎなぎ,4,4222.64705882,0.023813012186
Travis Garland,1,3180.22222222,0.0575476992144
Showtek,2,2703.57142857,0.0220841959973
安来宁,3,3065.18181818,0.0468411240977
Mazza,1,3418.0,0.0444444444444
Cha Cha,1,3297.44444444,0.0765432098765
张悬,13,4479.78947368,0.050177662428
赵冠宇,1,2665.0,0.165
Phildel,1,7276.7,-0.00501715686271
Janine Berenson,1,3522.33333333,0.0703703703703
Super B,1,1715.0,-0.0666666666667
Bosiyaw,1,2383.0,-0.0833333333333
王冰洋,1,4009.66666667,0.0077175697865
Topic,1,4819.0,0.245833333334
王俊凯,2,3435.42857143,0.174888419749
ThimLife,3,13230.0555556,0.0251925945554
八王子P,1,2372.0,0.0
San E,3,3284.4,0.0583442265796
Lorde,5,4450.73333333,0.0419782135076
Gabry Ponte,3,2154.33333333,-0.0416666666667
Cascades,1,3941.0,0.1
Twin Forks,1,1548.0,0.0285714285714
David Bulla,1,1939.0,0.0
Eptic,1,2851.0,0.0
唐磊,1,6803.63636364,-0.0325492414422
Fly Project,1,2296.0,0.179012345679
徐千雅,1,1987.5,-0.0416666666665
佑可猫,1,1854.0,-0.0571428571429
Keng Tachaya,1,2317.0,-0.046046046046
BROODS,4,3722.63636364,0.0736180486181
钟汉良,1,4543.8,0.0388888888889
杨采钰,1,7396.625,-0.0556712962962
Sean Houston,1,2311.0,0.4
Ja Mezz,1,2021.0,0.148148148148
2 Chainz,1,2605.66666667,0.0907407407407
符家浚,2,4855.0,0.210989114114
言和,1,1687.0,0.0
Inez,1,4696.0,-0.0978237448826
岳云鹏,2,8945.0625,0.0303479386606
iw ix,2,3567.5,-0.0558712121212
eSNa,1,1795.0,-0.2
游鸿明,2,2177.75,0.0
FrankiD,2,1895.0,0.134615384615
Vengaboys,1,2627.4,0.0348484848486
齐一,9,10569.8,0.104033175597
Judy Collins,1,2347.0,0.0
Tep No,4,4460.1,0.112222222222
Macklemore,1,2221.33333333,-0.0416666666667
Missy Elliott,1,1520.0,0.0
Kidz Bop Kids,1,1779.5,-0.25
王健林,1,1872.0,0.0
VINAI,2,2921.0,0.0224675324675
Ozo,1,3327.83333333,0.0231481481482
Halestorm,1,2835.0,0.12251984127
JAM Project,2,3169.41666667,-0.0857640897115
杨郑承,1,1796.0,0.0769230769231
のみこ,1,1597.0,-0.142857142857
Steerner,7,10166.8636364,0.0275127311713
朴宝剑,1,1649.5,0.303571428571
宋冬野,13,9590.4,0.0208092629636
Axlance,2,3931.25,0.0666666666667
Marian Hill,5,3679.25925926,0.0505877051854
Jem,1,2771.75,0.0530830280829
Robin Thicke,2,6373.4,0.064880952381
Augustana,1,8216.75,-0.0431547619047
杨洪基,1,4264.88888889,-0.036667487887
t.A.T.u.,1,8324.11111111,0.0283576505799
Gray,3,2123.0,0.0308823529412
Brian Hyland,1,2528.0,0.5
Capo Productions,5,5553.42857143,0.100840321322
Tom Enzy,1,2045.0,0.5
Big Daddy,1,2420.8,0.148891402715
卡其漠,1,6547.0,0.00197430899197
Valentin,1,26779.5714286,0.0814996908939
Rosheen,1,3852.8,0.0836904761906
Rodrigo y Gabriela,1,2129.0,0.333333333333
Air Supply,1,5088.5,0.0
Elizabeth Mitchell,1,6139.33333333,0.0146793071524
Vexaic,1,3140.25,-0.175
Chelsy,1,2634.5,0.0
東京事変,1,2018.0,0.0
α·Pav,5,3845.66666667,0.0508931007928
Bassy,1,2975.5,-0.101954879915
玉璇玑,3,3271.5,0.0505194805195
MetroGnome,1,23320.6666667,-0.0225773473231
Joan Jett & the Blackhearts,2,10534.1818182,-0.0472727272727
Jameston Thieves,2,1830.0,0.125
CNBLUE,2,4429.14285714,0.207936507936
水樹奈々,2,2732.0,0.145593869732
山猫,1,1734.0,0.307692307692
MOBB,1,2450.75,-0.0452586206897
杨丞琳,7,3471.375,0.0534969466831
沢田研二,1,2037.0,-0.333333333333
ルルティア,3,4344.5,0.000769666841129
日向めぐみ,1,2498.5,0.034090909091
Birdy,6,3115.5,0.0355994937555
Thames,1,2246.5,-0.0555555555555
乔任梁,10,4088.63414634,0.0413320899422
佐々木恵梨,1,2883.0,0.0
種田梨沙,1,2431.5,0.0
Juicy M,1,1538.0,-0.037037037037
Fee,1,3897.0,0.375
Breakbot,1,2039.66666667,-0.0310856049739
Juicy J,1,2692.16666667,0.0140629351156
Caron Nightingale,1,2305.33333333,0.0123456790123
Pianoboy,4,17696.0769231,-0.00542370240985
四个女生,1,6197.4,0.110315928832
kous,2,7639.3,0.0785317460318
扭曲的机器,1,1987.0,0.0632228719948
久石譲,17,5462.0,0.0450591491723
f(x),2,1587.5,0.157647058823
金艺林,1,4489.75,-0.0164141414142
TWICE,3,2562.66666667,0.0487952550059
Michael Hunter,1,2642.6,-0.0333333333332
根岸貴幸,2,2001.0,-0.166666666667
량현량하,1,6042.0,0.0267857142857
Yuna,1,4836.0,0.161140052094
Don McLean,1,3844.8,-0.010431184669
Elsa Kopf,2,2128.25,0.141666666667
沢井美空,4,2830.85714286,0.0565672422816
Françoise Hardy,1,2661.0,0.153381642512
きゃりーぱみゅぱみゅ,1,2135.0,0.0
Skyvoice,1,2823.57142857,0.0326923076923
MAGIC!,1,6133.33333333,-0.0185714285714
きのこ帝国,3,2027.0,0.0357142857143
Haroula Rose,1,1504.0,0.0588235294118
Frally,1,1742.0,0.166666666667
Rico Davis,1,9747.66666667,0.0238095238095
V.F.M.style,1,1815.5,-0.0625
IZI,1,1878.0,0.0666666666665
Robert de Boron,2,5064.09090909,0.0138425925926
B-Case,1,2037.5,0.189393939394
张一山,1,6015.26666667,0.144306736313
"never,forever.",1,2002.0,0.333333333333
Electus,2,3942.5,-0.103758169935
伊藤賢治,1,2291.0,0.148809523809
赵传,3,5165.8,-0.00696416365595
郑恩地,1,2761.0,0.157894736842
Janos Starker,1,2402.75,0.089358974359
The Drums,1,1753.0,0.181818181818
Bread,1,2676.0,0.0
Full Tilt,1,6194.28571429,0.046648764769
CANNIE(晴子),3,3599.09090909,0.131418754173
洪建华,1,2174.0,0.142857142857
Lissa,1,3681.75,0.0775362318842
Aqua,2,2268.85714286,0.0404940923738
狐兎疋,1,2289.0,0.0645161290323
何璐,1,4109.5,0.0532828282829
戴荃,7,23751.3818182,0.0482402937403
The xx,1,27398.2666667,0.0713875807976
奥户巴寿,2,5579.38461538,0.0902627544869
Barcode Brothers,1,2439.5,-0.0576923076925
Galantis,4,2419.125,0.045386904762
Melanie Penn,1,3764.4,0.153333333333
Yolanda B Cool & DCup,1,5379.85714286,0.0714285714286
SunSet Swish,1,3915.0,0.0
新裤子,1,4215.57142857,-0.0929824561404
马郁,1,5811.42857143,0.003663003663
スネオヘアー,1,2347.0,0.08284348865
任同祥,1,2348.0,-0.0588235294118
XYLØ,1,2142.0,0.142857142857
Laos,1,2350.0,0.25
State Of The Heart,1,2351.5,-0.0294117647059
周笔畅,7,2191.65,0.054390118982
黄安,1,3858.71428571,0.0880952380952
ラックライフ,3,2476.8,0.119259259259
郭采洁,4,2956.8,-0.00075048732944
Contiez,1,1579.0,0.0
Ice Cube,1,2127.5,0.166666666666
花たん,9,3776.875,0.0638212652459
96猫,4,5064.37037037,0.0208865298237
Masetti,1,6776.33333333,-0.0287037037038
Martynas,2,5461.5,0.0364042207792
接个吻，开一枪,8,4427.87096774,0.0988744760606
Era Istrefi,1,1503.0,0.0
FIELD OF VIEW,1,1744.5,0.090909090909
光宗信吉,3,6460.6,0.00727272727273
pino,1,3566.57142857,0.0254066378715
Jealousy,1,3154.0,0.135416666666
赵蓓,1,3783.42857143,-0.0195526695527
Crush,3,3453.63636364,0.109984216305
Bertie Higgins,1,6755.16666667,0.107084964844
Sia,12,5224.35483871,0.0301895881083
fhána,1,4387.5,-0.0265151515151
Jason Donovan,2,7214.88888889,0.169149369149
SawanoHiroyuki[nZk]:Tielle,1,1741.0,0.03125
张含韵,2,2784.0,0.0391865079365
Oliver McGill,1,1531.0,0.0
Lou Bega,1,8969.86666667,0.123677248677
Sean Hayes,1,3403.0,0.0
Begin,1,4097.57142857,0.0385201591305
Snakehips,2,2249.5,0.125
Body Head Bangerz,1,2627.0,0.0
谢东,1,3762.0,0.340476190476
Brian Tyler,1,6779.28571429,0.127272727273
Mominjan,1,1756.0,-0.2
江珊,1,3542.4,0.0890977443609
Ben Cocks,2,2843.66666667,0.0111111111111
土不叔叔乐队,1,2149.0,0.0227272727272
VÉRITÉ,1,4288.84615385,0.0605612489522
Calvin Harris,11,5038.31111111,0.104927019403
少司命,8,3078.9047619,0.0253278438837
Justin Bieber,22,7093.15966387,0.0629700757369
Johann Sebastian Bach,2,2251.6,-0.05
王英咨,1,5513.83333333,0.0145502645502
左颜,3,7320.0952381,0.0305263938539
桃子鱼仔的Ukulele教室,1,6039.33333333,0.083157894737
Stevie Hoang,4,5169.9375,0.074661559201
ChouCho,1,3154.66666667,0.0920441347269
吕珊,1,2899.0,-0.0714285714286
坂本真綾,1,2444.66666667,0.0
Pegato,2,7416.88888889,0.180471380471
KBShinya,22,3464.13924051,-0.00523316466673
Kan R. Gao,1,4100.0,-0.0333333333333
比莉,1,5049.09090909,0.184521394765
Hollywood Ending,1,2574.0,0.15
孟庭苇,6,2839.92307692,0.0897981032596
Skeeter Davis,1,3493.55555556,0.0266128286961
侧田,6,3596.76923077,0.0382332736011
John Dreamer,4,6323.93103448,0.0309255414389
陈柏霖,1,3864.2,0.0562009401462
舞花,1,3406.0,0.0862068965515
m80,1,4416.16666667,0.172619047619
Charice,1,5019.0,0.0
瀧沢一留,2,2962.5,0.0719869502478
戴佩妮,5,6804.11111111,0.0293285354807
Lykke Li,1,3433.8,0.129114906832
松下,1,1684.0,0.5
邓超,4,5502.23809524,0.0392950547086
Chuck Berry,1,1697.5,-0.05
DJ Timeline,1,1681.0,0.0
森永真由美,2,3522.66666667,0.122348484848
海龟先生,3,11532.6538462,0.0145324284973
Windsor Airlift,1,2828.75,0.112980769231
Bassjackers,3,3185.66666667,-0.146561771562
路飞,1,1585.0,0.136363636364
Leonard Bernstein,1,3163.33333333,0.0474074074073
엘키즈,1,1623.0,0.142857142857
暗杠,7,4891.80555556,0.139937564814
e-sound speaker,1,2570.0,0.0163265306122
Panta.Q,9,3259.77272727,0.0527372248963
Kevin Drew,1,2735.0,-0.111111111111
陈慧琳,10,3995.61764706,0.0422933275874
Hush!,2,3525.4,0.0429626623377
豊永利行,1,2793.0,0.1
徐梦圆,70,6260.18627451,0.0725573373402
Refuzion,1,2264.0,0.04
eli filosov [ p h i l o ],1,1734.0,0.0
広橋真紀子,3,6403.4375,0.0713813997821
lil peep,1,3291.0,0.583333333333
舒淇,3,4904.42105263,0.119518092831
Lucky Twice,1,3101.8,0.126785714286
Brett,1,1770.0,0.0
gowe,1,1890.0,0.142857142857
宇多田ヒカル,2,1820.0,0.0886877828054
Moments With You,1,2430.0,-0.0531400966183
Plumb,1,2717.66666667,-0.0106837606839
American Authors,3,5282.42857143,-0.0292424545576
Robert Bonfiglio,2,4728.4,-0.0052195027195
Bobby Tinsley,1,4772.8,0.0574675324676
小虎队,4,3596.61538462,0.0497599696206
奥巴马,1,2354.0,0.0555555555557
Desiigner,2,5730.33333333,0.103703703704
Tom Budin,1,2613.66666667,-0.035606060606
今井麻美,1,2470.33333333,0.0344827586207
VideoGameRemixes,1,4534.66666667,0.0167356797792
陈苑淇,1,4774.0,0.25
idealism,1,2260.75,0.15
黄义达,1,5775.28571429,0.0370583717358
Supanova,1,2231.0,0.142857142857
王笑文,1,8733.86666667,0.114509803922
Epik High,7,3096.65,0.0639037803282
杜雯媞,2,8768.0,0.0816738816738
王强,3,4953.13333333,0.0314391534391
S3RL,1,3187.25,0.05
James Blunt,6,9421.24242424,0.0590817909892
能登麻美子,2,3831.28571429,0.0589307984267
Rundfunk,1,1942.0,0.142857142857
周蕙,1,4488.71428571,0.0841589920161
Louis Armstrong,2,1664.5,0.0625
Jon Schmidt,2,4041.07692308,0.0532562209032
EXO,2,2892.6,0.197789926175
李君筠,1,1846.33333333,0.151416122004
布仁巴雅尔,1,2328.0,0.0
Anna F,1,5641.875,-0.0936634018155
Michael Cramtu,1,4795.4,0.12967032967
许慧欣,1,4579.14285714,0.0687172476646
Said The Sky,1,5430.0,0.03820861678
西原健一郎,2,2750.42857143,0.0477855477856
Zhu,1,2211.0,-0.25
Taron Egerton,1,2886.0,0.25
Zilleq,1,1951.0,0.0
董文华,1,1822.0,0.0
心然,1,3190.5,0.0134615384615
By2,5,3362.47058824,0.137722765177
The Unbending Trees,1,2462.5,0.298780487805
Jo Blankenburg,2,2304.14285714,0.0480336196062
许哲佩,1,4246.2,0.00011312217194
金贤政,1,2411.0,-0.0076923076923
郑允儿,1,3440.0,0.185185185185
Alborada Del Inka,1,3494.16666667,-0.148669108669
Ylvis,2,8143.42857143,0.0165200870558
Aviation,1,2626.5,0.0
刘醒,1,2428.5,0.0
UlysseL,2,6976.66666667,0.0691919191919
伊戈尔.克鲁托伊,1,3314.85714286,-0.0409860897765
影山ヒロノブ,1,2492.0,-0.0238095238095
近藤浩治,1,3488.66666667,-0.106516290727
Dan Farber,1,3596.0,0.0285714285715
磯村由纪子,3,11933.4705882,0.0945780573635
阿尔苏,1,2805.0,0.0
Family of the Year,1,2936.0,0.0821856295355
Vigiland,2,2257.2,-0.0107936507936
蛙婶,1,3060.0,0.0669894493423
